org_id,node_slug,role,evidence_url,evidence_note,batch,created_by,reviewed_by,last_verified,human_verified
the-future-society,society.compute-governance.agreement-verification,primary,https://thefuturesociety.org/international-ai-verification,Research and advocacy specifically on building international AI verification technology and protocols.,b08,agent-2026-09-21,,2026-09-21,false
flexheg,society.compute-governance.agreement-verification,secondary,https://flexheg.com,"Open-source R&D community explicitly building hardware and software for verifiable, trustworthy assurance of AI systems, the closest match found to a dedicated organisation building agreement-verification technology.",b08,agent-2026-09-21,,2026-09-21,false
machine-intelligence-research-institute-miri,society.compute-governance.agreement-verification,secondary,https://techgov.intelligence.org/research,"Technical Governance Team publishes on mechanisms to verify compliance with international AI agreements, as part of its draft treaty work.",review-society,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
rand-global-and-emerging-risks-caps,society.compute-governance.agreement-verification,secondary,https://www.rand.org/pubs/working_papers/WRA3056-1.html,"Hardware-Enabled Governance Mechanisms (Kulp, Heim et al., 2024) surveys on-chip mechanisms for verification.",review-society,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
centre-for-the-governance-of-ai-govai,society.compute-governance.cloud-kyc,primary,https://arxiv.org/abs/2310.13625,GovAI researchers authored the original compute-provider KYC proposal and 'Governing Through the Cloud' (2024) on compute providers as regulatory intermediaries.,review-society,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
institute-for-ai-policy-and-strategy-iaps,society.compute-governance.cloud-kyc,primary,https://www.iaps.ai/research/tag/Compute+governance,"Published analysis of the proposed Remote Access Security Act (15 July 2026), addressing exactly the gap this node describes: rented cloud compute bypassing hardware export controls.",b08,agent-2026-09-21,,2026-09-21,false
us-bureau-of-industry-and-security-bis,society.compute-governance.cloud-kyc,secondary,https://www.bis.gov,Proposed the IaaS know-your-customer rule that would require cloud providers to identify and report large training runs and high-risk customers.,b08,agent-2026-09-21,,2026-09-21,false
center-for-a-new-american-security-cnas,society.compute-governance.export-controls,primary,https://www.cnas.org/publications/reports/technology-to-secure-the-ai-chip-supply-chain-a-primer,Defence and security think tank publishing on AI chip supply chain security and export enforcement.,b08,agent-2026-09-21,,2026-09-21,false
center-for-security-and-emerging-technology-cset,society.compute-governance.export-controls,primary,https://cset.georgetown.edu,Policy research on chip export controls and the broader AI-China technology competition.,b08,agent-2026-09-21,,2026-09-21,false
csis-wadhwani-ai-center,society.compute-governance.export-controls,primary,https://www.csis.org/analysis/choking-chinas-access-future-ai,"Gregory Allen's CSIS work on AI chip export controls, from 'Choking Off China's Access to the Future of AI' (2022) onwards, is among the most cited analysis of the controls.",review-society,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
epoch-ai,society.compute-governance.export-controls,primary,https://epoch.ai/data-insights/chip-smuggling-trade-data,"Tracks global AI compute buildout (an estimated 44% of global AI compute mapped as of September 2026) and publishes chip-diversion analysis, including a trade-data study of suspected Malaysia-to-China smuggling (17 September 2026).",b08,agent-2026-09-21,,2026-09-21,false
institute-for-ai-policy-and-strategy-iaps,society.compute-governance.export-controls,primary,https://www.iaps.ai/research/tag/Compute+governance,"Prolific 2026 output on export-control design and enforcement, including on export auditors, the 'Stop Stealing Our Chips Act', semiconductor manufacturing equipment controls, and near-term verification methods.",b08,agent-2026-09-21,,2026-09-21,false
us-bureau-of-industry-and-security-bis,society.compute-governance.export-controls,primary,https://www.bis.gov,The US Commerce Department agency that writes and enforces AI chip export control rules.,b08,agent-2026-09-21,,2026-09-21,false
centre-for-the-governance-of-ai-govai,society.compute-governance.export-controls,secondary,https://arxiv.org/abs/2402.08797,"Co-authored 'Computing Power and the Governance of AI' (2024), the standard reference on compute as a governance lever.",review-society,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
rand-global-and-emerging-risks-caps,society.compute-governance.export-controls,secondary,https://www.rand.org/pubs/working_papers/WRA3056-1.html,RAND's technology and security policy work on chip security and hardware-enabled mechanisms for export enforcement.,review-society,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
stanford-digital-economy-lab,society.economic-transition.labour-disruption,primary,https://digitaleconomy.stanford.edu/project/indicators/,"Launched the AI Economic Indicators platform (June 2026), a set of public dashboards (Canaries, Transformation Tracker, Adoption Monitor, GDP-B) tracking employment, wage and productivity effects of AI by occupation, updated monthly; the most developed academic tracking effort found for this node.",b07,agent-2026-09-21,,2026-09-21,false
anthropic,society.economic-transition.labour-disruption,secondary,https://www.anthropic.com/economic-index,"The Anthropic Economic Index publishes recurring reports (monthly/quarterly through 2026) tracking which occupations and tasks Claude usage is automating versus augmenting, using real usage data; a lab-run measurement effort rather than an independent research programme.",b07,agent-2026-09-21,,2026-09-21,false
brookings-institution-ai-governance,society.economic-transition.labour-disruption,secondary,https://www.brookings.edu/articles/ai-workforce-policy-framework/,Ongoing series of reports on generative AI's effects on US workers and a workforce-policy framework proposing concrete responses; mainstream policy institution rather than AI-safety-native.,b07,agent-2026-09-21,,2026-09-21,false
epoch-ai,society.economic-transition.labour-disruption,secondary,https://epoch.ai/blog/announcing-gate,"GATE is a compute-centric economic model simulating how AI capability growth translates into task automation and economic growth over time, feeding directly into labour-disruption forecasting; one research line within Epoch's broader compute/capability forecasting work.",b07,agent-2026-09-21,,2026-09-21,false
forethought,society.economic-transition.labour-disruption,secondary,https://forethought.org,"Research on navigating the transition to transformative AI, including its economic effects, as part of a broader macrostrategy agenda rather than dedicated labour-market tracking.",b07,agent-2026-09-21,,2026-09-21,false
imf,society.economic-transition.labour-disruption,secondary,https://www.imf.org/en/publications/staff-discussion-notes/issues/2026/01/09/bridging-skill-gaps-for-the-future-new-jobs-creation-in-the-ai-age-572136,January 2026 IMF staff discussion note 'New Jobs Creation in the AI Age' models skill gaps and job creation effects of AI at the macro level; part of a continuing IMF research line on AI and the future of work.,b07,agent-2026-09-21,,2026-09-21,false
mit-stone-center-on-inequality-and-shaping-the-future-of-work,society.economic-transition.labour-disruption,secondary,https://shapingwork.mit.edu/,"MIT research centre (Acemoglu, Autor and colleagues) studying how automation and AI affect wages, job quality and inequality, particularly for workers without a college degree, with an explicit policy angle ('building pro-worker AI').",b07,agent-2026-09-21,,2026-09-21,false
oecd-ai-policy-observatory,society.economic-transition.labour-disruption,secondary,https://www.oecd.org/en/topics/ai-and-work.html,[OECD] OECD's AI and Work programme and 2026 Employment Outlook track AI's labour-market effects across member states and feed into policy recommendations; international-body-level tracking.,b07,agent-2026-09-21,,2026-09-21,false
windfall-trust,society.economic-transition.safety-nets,primary,https://windfalltrust.org/policy-atlas,"The Windfall Policy Atlas explicitly covers social safety-net adaptation (portable benefits, retraining pipelines, contingency funding triggers) as one of five domains, alongside wealth-capture mechanisms; the clearest dedicated organisation touching this node too.",b07,agent-2026-09-21,,2026-09-21,false
brookings-institution-ai-governance,society.economic-transition.safety-nets,secondary,https://www.brookings.edu/articles/ai-workforce-policy-framework/,"'Getting to all-of-the-above' framework proposes concrete workforce-policy responses (retraining, income support) to AI-driven disruption; mainstream policy institution work rather than AI-safety-native.",b07,agent-2026-09-21,,2026-09-21,false
windfall-trust,society.economic-transition.sharing-gains,primary,https://windfalltrust.org/policy-atlas,"Maintains the Windfall Policy Atlas, cataloguing over 48 policy options (sovereign wealth funds, data compensation, AI-specific taxes, global dividend funds) for capturing and distributing AI-driven economic gains; the clearest dedicated organisation on this exact question, active through at least mid-2026 including new work on African economies.",b07,agent-2026-09-21,,2026-09-21,false
centre-for-the-governance-of-ai-govai,society.economic-transition.sharing-gains,secondary,https://www.governance.ai/research-paper/the-windfall-clause-distributing-the-benefits-of-ai-for-the-common-good,"Published the Windfall Clause, the node's canonical reference.",review-society,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
forethought,society.economic-transition.sharing-gains,secondary,https://forethought.org,"Research on the economics of a transformative-AI transition touches gains-sharing as part of a broader macrostrategy agenda, without a dedicated windfall-distribution programme of its own.",b07,agent-2026-09-21,,2026-09-21,false
ai-objectives-institute-aoi,society.epistemics.collective-reasoning,primary,https://ai.objectives.institute/blog/gradual-disempowerment-systemic-existential-risks-from-continuous-ai-development,"Frames its collective-alignment agenda explicitly around whether AI-mediated systems help or harm shared reasoning and decision-making, connecting directly to the gradual-disempowerment literature.",b07,agent-2026-09-21,,2026-09-21,false
community-notes-x-corp,society.epistemics.collective-reasoning,secondary,https://www.pnas.org/doi/10.1073/pnas.2503413122,"Crowd-sourced, algorithmically-bridged annotation system now being extended with AI-generated notes on X; independent academic studies (e.g. PNAS 2025, UW 2025) find it measurably reduces engagement with and spread of false information, making it the largest real-world deployed experiment in AI-assisted collective fact-assessment, run by a commercial platform rather than an AI-safety organisation.",b07,agent-2026-09-21,,2026-09-21,false
forecasting-research-institute-fri,society.epistemics.collective-reasoning,secondary,https://forecastingresearch.org,"Studies how to improve judgement and forecasting accuracy on policy-relevant questions (including the Existential Risk Persuasion Tournament), which bears on collective reasoning quality even though its primary framing is forecasting methodology rather than epistemics as such.",b07,agent-2026-09-21,,2026-09-21,false
full-fact,society.epistemics.collective-reasoning,secondary,https://fullfact.org/ai/,"UK fact-checking charity running AI-assisted claim-extraction and claim-matching tools since 2016, now used by 40+ fact-checking organisations across 30 countries and, per 2026 reporting, extending to counter AI-generated election content; real institutional infrastructure for a shared factual basis, though focused on fact-checking rather than deliberation.",b07,agent-2026-09-21,,2026-09-21,false
c2pa,society.epistemics.content-provenance,primary,https://c2pa.org,Standards coalition that maintains the content credentials specification.,review-society,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
getreal-security,society.epistemics.content-provenance,primary,https://www.getrealsecurity.com,"Commercial multimodal deepfake-detection and real-time identity-authentication platform (GTAP); named a Market Shaper in Gartner's 2026 Emerging Market Quadrant for Deepfake Detection, confirming it remains active and growing in 2026.",b07,agent-2026-09-21,opus-review-2026-09-23,2026-09-23,false
reality-defender,society.epistemics.content-provenance,primary,https://www.realitydefender.com,Commercial deepfake-detection platform; its core product is detection infrastructure.,review-society,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
google-deepmind,society.epistemics.content-provenance,secondary,https://deepmind.google/models/synthid/,"Develops SynthID watermarking for AI-generated text, images, audio and video.",review-society,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
partnership-on-ai,society.epistemics.content-provenance,secondary,https://partnershiponai.org,"Publishes guidance and convenes members on responsible practices for synthetic media, including provenance and disclosure norms; a multi-stakeholder coalition rather than a technical provenance provider.",b07,agent-2026-09-21,,2026-09-21,false
effective-institutions-project,society.epistemics.decision-quality,primary,https://effectiveinstitutionsproject.org,"Works directly to improve the capacity of pivotal institutions (governments, philanthropies, companies) to make good decisions under uncertainty, including on AI risk; the clearest named mandate for this node.",b07,agent-2026-09-21,,2026-09-21,false
quantified-uncertainty-research-institute-quri,society.epistemics.decision-quality,primary,https://quantifieduncertainty.org,"Builds tools (notably the Squiggle probabilistic programming language) for reasoning under uncertainty, aimed at improving quantitative decision-making on existential-risk-relevant questions including AI.",b07,agent-2026-09-21,,2026-09-21,false
elicit,society.epistemics.decision-quality,secondary,https://elicit.com,"Positions itself around sentence-level citation of AI-generated claims and rigour for 'high-stakes decisions and rigorous research workflows'; a specific process/about page could not be reached, so this is the homepage.",b12,agent-2026-09-21,,2026-09-21,false
metaculus,society.epistemics.decision-quality,secondary,https://www.metaculus.com/aib/,"Public forecasting platform now running dedicated 'FutureEval' bot tournaments (2026) testing AI-assisted forecasting performance, alongside its long-running AI timeline and risk question tracks used informally by decision-makers; a forecasting infrastructure provider rather than an institutional decision-support body itself.",b07,agent-2026-09-21,,2026-09-21,false
ai-objectives-institute-aoi,society.epistemics.deliberation-tools,primary,https://ai.objectives.institute/talk-to-the-city,"Built and maintains Talk to the City, an AI-assisted deliberation tool used in real public-consultation pilots to synthesise large volumes of public input into structured summaries.",b07,agent-2026-09-21,,2026-09-21,false
the-collective-intelligence-project,society.epistemics.deliberation-tools,primary,https://www.cip.org/,"Runs Global Dialogues, large-scale AI-enabled deliberation exercises engaging thousands of participants worldwide on how they experience AI systems, plus Community Models and an 'Alignment Assemblies' methodology for incorporating public input into AI governance; funded by Omidyar Network, Google.org and the Survival and Flourishing Fund among others.",b07,agent-2026-09-21,,2026-09-21,false
the-computational-democracy-project,society.epistemics.deliberation-tools,primary,https://compdemocracy.org/case-studies/2014-vtaiwan/,"Builds and maintains Polis, the open-source deliberation platform behind Taiwan's vTaiwan process and adopted more widely (including reported use in the UK); the longest-running and most-adopted deliberation tool in this space, though Polis itself predates the current wave of generative-AI deliberation tools and is only partly AI-driven.",b07,agent-2026-09-21,,2026-09-21,false
google-deepmind,society.epistemics.deliberation-tools,secondary,https://www.science.org/doi/10.1126/science.adq2852,"Built and tested the Habermas Machine, an AI mediator for group deliberation (Science, 2024).",review-society,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
meaning-alignment-institute-mai,society.epistemics.deliberation-tools,secondary,https://meaningalignment.substack.com/p/introducing-democratic-fine-tuning,Democratic Fine-tuning elicits values through structured group deliberation.,review-society,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
anthropic,society.ethics-fairness-welfare.ai-welfare-and-moral-status,primary,https://www.anthropic.com/research/exploring-model-welfare,"[Anthropic (model welfare research)] Launched a dedicated model welfare research programme (announced April 2025) investigating potential model preferences, distress indicators and low-cost interventions, connected to its Alignment Science and Claude Character work.",b09,agent-2026-09-21,,2026-09-21,false
eleos-ai-research,society.ethics-fairness-welfare.ai-welfare-and-moral-status,primary,https://eleosai.org/research/,Dedicated research organisation on AI welfare and moral status; ran the Claude 4 model welfare assessments jointly with Anthropic and publishes on indicators of AI experience.,b09,agent-2026-09-21,,2026-09-21,false
nyu-center-for-mind-ethics-and-policy,society.ethics-fairness-welfare.ai-welfare-and-moral-status,primary,https://sites.google.com/nyu.edu/mindethicspolicy/home,University research centre on the nature and moral status of nonhuman and artificial minds; produced 'Taking AI Welfare Seriously' (2024) and 'Is There a Tension between AI Safety and AI Welfare?' (2025).,b09,agent-2026-09-21,,2026-09-21,false
sentient-futures,society.ethics-fairness-welfare.ai-welfare-and-moral-status,primary,https://www.sentientfutures.ai,Field-building and incubation specifically for AI welfare and digital-minds projects.,b09,agent-2026-09-21,,2026-09-21,false
sentience-institute,society.ethics-fairness-welfare.ai-welfare-and-moral-status,secondary,https://www.sentienceinstitute.org/research-agenda,"Moral-circle-expansion research organisation whose primary focus is farmed-animal advocacy but which added AI and digital minds as a second research area in 2021, including the AIMS public-perception survey.",b09,agent-2026-09-21,,2026-09-21,false
acm-facct,society.ethics-fairness-welfare.fairness-and-bias,primary,https://www.acm.org/media-center/2026/june/facct-2026,"The leading annual interdisciplinary conference on fairness, accountability and transparency; FAccT 2026 (Montreal) covered deepfakes and AI companion harms, showing the community actively tracks the current, LLM-era version of the problem.",b09,agent-2026-09-21,,2026-09-21,false
algorithmic-justice-league,society.ethics-fairness-welfare.fairness-and-bias,primary,https://ajl.org,"Advocacy and research organisation founded to fight algorithmic bias and discriminatory AI harms, including facial recognition bias campaigns.",b09,agent-2026-09-21,,2026-09-21,false
dair-institute,society.ethics-fairness-welfare.fairness-and-bias,primary,https://dair-institute.org/,"Independent, community-rooted research documenting harms of deployed AI systems, including data work and low-resource-setting AI.",b09,agent-2026-09-21,,2026-09-21,false
partnership-on-ai,society.ethics-fairness-welfare.fairness-and-bias,primary,https://partnershiponai.org/workstream/demographic-data/,"Runs a dedicated Demographic Data workstream on responsible collection and use of demographic data for fairness testing, and publishes on AI bias affecting specific groups (e.g. LGBTQIA+ people).",b09,agent-2026-09-21,,2026-09-21,false
ai-now-institute,society.ethics-fairness-welfare.fairness-and-bias,secondary,https://ainowinstitute.org/research-areas/algorithmic-accountability,"Long-running algorithmic accountability publications and policy toolkits, though its current work has shifted mainly toward AI market concentration and industry power rather than individual-level bias.",b09,agent-2026-09-21,,2026-09-21,false
algorithmwatch,society.ethics-fairness-welfare.fairness-and-bias,secondary,https://algorithmwatch.org/en/,European watchdog documenting discriminatory automated decision-making.,review-society,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
humane-intelligence,society.ethics-fairness-welfare.fairness-and-bias,secondary,https://humane-intelligence.org,Runs structured bias bounty programmes that the node names as a key agenda and entry point.,review-society,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
leverhulme-centre-for-the-future-of-intelligence-cfi,society.ethics-fairness-welfare.fairness-and-bias,secondary,https://www.lcfi.ac.uk/research,"The 'AI: Trust and Society' research theme examines how AI systems affect fairness, accountability and democracy; CFI runs three further AI themes (futures and responsibility, narratives and justice, innovation and praxis) that touch other nodes more thinly.",b12,agent-2026-09-21,,2026-09-21,false
common-sense-media,society.ethics-fairness-welfare.human-ai-relationships,primary,https://www.commonsensemedia.org/ai-ratings,Publishes risk assessments of AI companions for minors and backs state companion-chatbot legislation.,review-society,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
anthropic,society.ethics-fairness-welfare.human-ai-relationships,secondary,https://www.anthropic.com/news/how-people-use-claude-for-support-advice-and-companionship,Published research on affective and companionship use of Claude (2025).,review-society,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
center-for-humane-technology,society.ethics-fairness-welfare.human-ai-relationships,secondary,https://www.humanetech.com/,Supports litigation and policy on companion-chatbot harms.,review-society,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
openai,society.ethics-fairness-welfare.human-ai-relationships,secondary,https://openai.com/index/affective-use-study/,Co-ran the longitudinal study on affective use and wellbeing with MIT Media Lab (2025) and has since added parental controls and a wellbeing expert council.,review-society,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
anthropic,society.ethics-fairness-welfare.machine-ethics,secondary,https://www.anthropic.com/research/claude-character,Constitutional training and Claude character work build explicit values and ethical reasoning into models.,review-society,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
meaning-alignment-institute-mai,society.ethics-fairness-welfare.machine-ethics,secondary,https://meaningalignment.substack.com/p/introducing-democratic-fine-tuning,Research on what human values are and how to align models to them (moral graph).,review-society,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
openai,society.ethics-fairness-welfare.machine-ethics,secondary,https://model-spec.openai.com/,"Publishes and revises the Model Spec, a public statement of the values and trade-offs its models should follow.",review-society,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
carnegie-endowment-for-international-peace,society.international-governance.great-power-dialogue,primary,https://carnegieendowment.org/emissary/2026/07/ai-safety-parallel-us-china,Publishes research and commentary on a path forward for US-China AI safety cooperation.,b08,agent-2026-09-21,,2026-09-21,false
concordia-ai,society.international-governance.great-power-dialogue,primary,https://concordia-ai.com,Bridges Chinese and international AI safety governance communities and publishes the State of AI Safety in China report.,b08,agent-2026-09-21,,2026-09-21,false
council-on-foreign-relations-cfr,society.international-governance.great-power-dialogue,primary,https://www.cfr.org/articles/the-u-s-china-ai-race-is-changing-the-stakes-for-taiwan,"September 2026 article analysing how the US-China AI race changes the stakes for Taiwan, part of a standing programme of CFR analysis on AI and great-power competition.",b12,agent-2026-09-21,,2026-09-21,false
safe-ai-forum-saif,society.international-governance.great-power-dialogue,primary,https://idais.ai/,"Runs IDAIS, the main US-China (and wider) track-two dialogue series; most recent event IDAIS-London, 17-19 April 2026.",b08,agent-2026-09-21,,2026-09-21,false
tsinghua-university-institute-for-ai-international-governance,society.international-governance.great-power-dialogue,primary,http://aiig.tsinghua.edu.cn/en/info/1031/1695.htm,"Co-hosted 'Safe, Secure and Trustworthy AI: Bridging Global Evidence and Local Realities' at the UN's inaugural Global Dialogue on AI Governance, July 2026, alongside a standing international forum and bilateral exchanges (e.g. with the South Korean Embassy).",b12,agent-2026-09-21,,2026-09-21,false
beijing-institute-of-ai-safety-and-governance,society.international-governance.great-power-dialogue,secondary,https://beijing.ai-safety-and-governance.institute,"Independent Chinese institute led by Yi Zeng, described in the seed record as China's leading non-government AI safety institute; evidence is the homepage only and the tag is low confidence.",b12,agent-2026-09-21,,2026-09-23,false
china-ai-safety-and-development-association-cnaisda,society.international-governance.great-power-dialogue,secondary,https://digichina.stanford.edu/work/what-do-we-know-about-chinas-new-ai-safety-institute/,"China's counterpart to the AI safety institutes, launched at the Paris summit in February 2025 as China's channel for international AI safety engagement.",v2-low-edit,v2-build-2026-09-24,opus-review-2026-09-23,2026-09-24,false
global-center-on-ai-governance,society.international-governance.inclusive-participation,primary,https://www.global-index.ai/,"Africa-based research centre that produces the Global Index on Responsible AI, measuring governance capacity in more than 130 countries.",v2-low-edit,v2-build-2026-09-24,opus-review-2026-09-23,2026-09-24,false
ilina-program,society.international-governance.inclusive-participation,primary,https://www.ilinaprogram.org,African-led AI safety talent and policy engagement programme.,b08,agent-2026-09-21,,2026-09-21,false
simon-institute-for-longterm-governance,society.international-governance.inclusive-participation,primary,https://simoninstitute.ch,Runs a diplomatic capacity-building programme helping Global South diplomats engage substantively in Geneva-based AI governance processes.,b08,agent-2026-09-21,,2026-09-21,false
rand-global-and-emerging-risks-caps,society.international-governance.inclusive-participation,secondary,https://www.rand.org/pubs/research_reports/RRA5284-1.html,September 2026 report on how AI 'middle powers' (states outside the small frontier-hosting group) could use coordinated procurement standards to gain bargaining power in AI governance.,b08,agent-2026-09-21,,2026-09-21,false
international-network-of-ai-safety-institutes,society.international-governance.institutions,primary,https://ised-isde.canada.ca/site/ised/en/international-network-ai-safety-institutes-mission-statement,Coordinates national AI safety institutes globally on shared testing methods and findings.,b08,agent-2026-09-21,,2026-09-21,false
oecd-ai-policy-observatory,society.international-governance.institutions,primary,https://oecd.ai,Intergovernmental AI policy monitoring and principles body; now absorbing the Global Partnership on AI (see notes).,b08,agent-2026-09-21,,2026-09-21,false
un-independent-international-scientific-panel-on-ai,society.international-governance.institutions,primary,https://www.un.org/independent-international-scientific-panel-ai/en,"First UN scientific body dedicated to AI, established by UN General Assembly resolution in August 2025; published its Preliminary Report on AI opportunities, risks and impacts in July 2026.",b08,agent-2026-09-21,,2026-09-21,false
un-office-for-digital-and-emerging-technologies,society.international-governance.institutions,primary,https://www.un.org,UN coordination body for global AI governance.,b08,agent-2026-09-21,,2026-09-21,false
oxford-martin-ai-governance-initiative,society.international-governance.institutions,secondary,https://www.oxfordmartin.ox.ac.uk/publications/a-blueprint-for-multinational-advanced-ai-development,'A Blueprint for Multinational Advanced AI Development' (Nov 2025) proposes a cooperative institutional structure for AI development among states.,b12,agent-2026-09-21,opus-review-2026-09-23,2026-09-23,false
uk-ai-security-institute,society.international-governance.institutions,secondary,https://www.aisi.gov.uk,Member of the International Network of AI Safety Institutes.,b08,agent-2026-09-21,,2026-09-21,false
us-center-for-ai-standards-and-innovation-caisi,society.international-governance.institutions,secondary,https://www.nist.gov/caisi,Member of the International Network of AI Safety Institutes.,b08,agent-2026-09-21,,2026-09-21,false
world-economic-forum-ai-governance-alliance,society.international-governance.institutions,secondary,https://www.weforum.org,"Multistakeholder platform convening government, industry and civil society on AI governance.",b08,agent-2026-09-21,,2026-09-21,false
centre-pour-la-securite-de-l-ia-cesia,society.international-governance.treaties,primary,https://red-lines.ai/,"Co-organiser of the Global Call for AI Red Lines (September 2025), which asks governments to agree binding international red lines on AI.",review-society,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
controlai,society.international-governance.treaties,primary,https://controlai.com,Campaigns for a binding international agreement limiting frontier AI risk.,b08,agent-2026-09-21,,2026-09-21,false
machine-intelligence-research-institute-miri,society.international-governance.treaties,primary,https://techgov.intelligence.org/research/an-international-agreement-to-prevent-the-premature-creation-of-artificial-superintelligence,Technical Governance Team published a full draft international agreement to halt premature ASI development (2025) and is promoting it through 2026.,review-society,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
the-future-society,society.international-governance.treaties,primary,https://thefuturesociety.org,International AI governance research and diplomacy organisation working on the design of prospective international agreements.,b08,agent-2026-09-21,opus-review-2026-09-23,2026-09-23,false
center-for-ai-and-digital-policy-caidp,society.international-governance.treaties,secondary,https://www.caidp.org/resources/coe-ai-treaty/,Campaigns for signature and ratification of the Council of Europe AI treaty.,review-society,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
institute-for-law-and-ai-lawai,society.public-policy.agent-accountability,primary,https://law-ai.org/law-following-ai/,Published 'Law-Following AI: Designing AI Agents to Obey Human Laws' and runs a workshop series on the topic.,v2-build,v2-build-2026-09-24,,2026-09-24,false
centre-for-the-governance-of-ai-govai,society.public-policy.agent-infrastructure,primary,https://www.governance.ai/research-paper/ids-for-ai-systems,"Published the core research proposals on IDs for AI systems, visibility into AI agents and infrastructure for AI agents.",v2-build,v2-build-2026-09-24,,2026-09-24,false
us-center-for-ai-standards-and-innovation-caisi,society.public-policy.agent-infrastructure,primary,https://www.nist.gov/news-events/news/2026/02/announcing-ai-agent-standards-initiative-interoperable-and-secure,"Launched the AI Agent Standards Initiative in February 2026, covering agent identity and authorisation, security and interoperability.",v2-build,v2-build-2026-09-24,,2026-09-24,false
ada-lovelace-institute,society.public-policy.legislation,primary,https://www.adalovelaceinstitute.org/our-work/how-we-work/ai-law-policy/,"Law & Policy programme interrogates whether AI and data law, regulation and governance meet the needs of people and society, feeding UK and EU legislative debate.",b12,agent-2026-09-21,,2026-09-21,false
center-for-ai-and-digital-policy-caidp,society.public-policy.legislation,primary,https://www.caidp.org/reports/caidp-index-2026/,CAIDP Index 2026 rates national AI governance frameworks worldwide and is used to push for stronger domestic legislation.,b12,agent-2026-09-21,,2026-09-21,false
encode,society.public-policy.legislation,primary,https://encodeai.org,"Advocacy and drafting behind California SB 53, New York's RAISE Act and Illinois SB 315, the leading enacted state frontier-AI safety statutes.",b08,agent-2026-09-21,,2026-09-21,false
good-ancestors-policy,society.public-policy.legislation,primary,https://www.goodancestors.org.au/our-work/ai-safety,Dedicated AI Safety work area advocating to Australian policymakers that advanced AI systems be well-governed and safe.,b12,agent-2026-09-21,,2026-09-21,false
institute-for-law-and-ai-lawai,society.public-policy.legislation,primary,https://law-ai.org,"Legal research feeding directly into the drafting of AI statutes, including model legislation.",b08,agent-2026-09-21,,2026-09-21,false
secure-ai-project,society.public-policy.legislation,primary,https://secureaiproject.org,Advocates for and tracks US state-level frontier AI safety bills state by state.,b08,agent-2026-09-21,,2026-09-21,false
ai-governance-and-safety-canada-aigs-canada,society.public-policy.legislation,secondary,https://aigs.ca/our-work/#white-papers,'Preparing for the AI Crisis: A Plan for Canada' (2025) plus parliamentary committee testimony and government submissions.,b12,agent-2026-09-21,,2026-09-21,false
americans-for-responsible-innovation-ari,society.public-policy.legislation,secondary,https://ari.us,"Published 'Responsible Innovation at the Frontier', a federal frontier-AI governance blueprint (August 2026).",b08,agent-2026-09-21,,2026-09-21,false
centre-pour-la-securite-de-l-ia-cesia,society.public-policy.legislation,secondary,https://cesia.org/en/publications/,Publishes policy research such as 'Governing the Frontier: Priorities for International Cooperation on Advanced AI' and was selected to assess manipulation risks from frontier models for the European Commission.,b12,agent-2026-09-21,,2026-09-21,false
institute-for-progress,society.public-policy.legislation,secondary,https://ifp.org,"Published policy recommendations for how the US should prepare for automated AI R&D (August 2026), aimed at future rulemaking and legislation.",b08,agent-2026-09-21,,2026-09-21,false
institute-for-law-and-ai-lawai,society.public-policy.liability,primary,https://law-ai.org,"The main dedicated legal-research organisation working on AI liability questions, including developer versus deployer responsibility.",b08,agent-2026-09-21,,2026-09-21,false
rand-global-and-emerging-risks-caps,society.public-policy.liability,secondary,https://www.rand.org/pubs/research_reports/RRA3084-1.html,Published a primer on US tort liability for large-scale AI damages (2024).,review-society,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
european-ai-office,society.public-policy.regulatory-capacity,primary,https://digital-strategy.ec.europa.eu/en/policies/ai-office,"Over 125 staff across six units investigating compliance, evaluating general-purpose AI models and enforcing the EU AI Act; the clearest EU example of in-house technical regulatory capacity.",b08,agent-2026-09-21,,2026-09-21,false
