org_id,name,url,type,hq_country,hq_city,region,founded_year,size_band,funding_model,primary_focus,focus_tags,problem_description,notable_outputs,status,confidence,source_urls,commercial_model,approachability,source,notes,created_by,reviewed_by,last_verified,human_verified
reality-defender,Reality Defender,https://www.realitydefender.com,for-profit-startup,US,unknown,North America,unknown,unknown,unknown,,,Commercial deepfake-detection vendor selling real-time voice and video fraud detection specifically to financial institutions.,,active,medium,https://www.realitydefender.com/solutions/finance,commercial-product,hiring,tag-only:b06,minimal record built from a batch tag; the batch supplied no new_org row,agent-2026-09-21,,2026-09-21,false
redwood-research,Redwood Research,https://redwoodresearch.org,nonprofit-research,US,Berkeley,North America,2021,21-50,philanthropic,AI control techniques for deploying untrusted models safely,control;alignment,"Researches control techniques that make it safe to deploy AI systems even if they might be misaligned, rather than relying only on alignment.",AI control research agenda and papers,active,high,https://redwoodresearch.org,nonprofit,hiring;publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
rethink-priorities,Rethink Priorities,https://rethinkpriorities.org,nonprofit-research,US,unknown,North America,2018,51-200,philanthropic,Multi-cause research organisation whose Special Projects programme provides fiscal sponsorship and operational support,funding;field-building,"Research and operations organisation whose Special Projects programme has fiscally sponsored 15 initiatives, including Epoch AI and Apollo Research, providing back-office, hiring and operational support so new projects can launch faster.","Special Projects sponsorship of Epoch AI, Apollo Research and the Global Challenges Project; $19.7M in direct costs through 2025",active,high,https://rethinkpriorities.org/our-services/special-projects/,nonprofit,contact-form,new_org:b09,,agent-2026-09-21,,2026-09-21,false
robert-miles-ai-safety-youtube,Robert Miles AI Safety (YouTube),https://www.youtube.com/@RobertMilesAI,individual-led-project,UK,unknown,UK,2017,1-5,philanthropic,Long-running YouTube channel explaining AI safety concepts to a general technical audience,comms-advocacy,"Individually run but distinctly named, long-running video project explaining AI safety research and arguments; the presenter separately founded aisafety.info.",Ongoing video series on AI alignment and safety concepts,active,medium,https://www.youtube.com/c/robertmilesai,nonprofit,unknown,new_org:b11,,agent-2026-09-21,,2026-09-21,false
robust-intelligence,Robust Intelligence,https://robustintelligence.com,for-profit-startup,US,San Francisco,North America,2019,51-200,commercial,AI firewall and model risk testing,model-security;red-teaming,Built automated stress-testing and an AI firewall for production ML models; acquired by Cisco in 2024 and now integrated into Cisco's security stack. Acquired by Cisco in 2024 and folded into Cisco AI Defense; no longer operates as an independent company.,AI Validation and AI Firewall products,dormant,medium,https://robustintelligence.com,commercial-product,closed,seed,Acquired by Cisco in 2024 and folded into Cisco AI Defense (b03 confirmed). Tag kept as secondary for historical context only.,agent-2026-09-21,,2026-09-21,false
safe-ai-forum-saif,Safe AI Forum (SAIF),https://safeai.forum,nonprofit,US,San Francisco,North America,2023,1-5,philanthropic,Convenes international AI safety dialogues,policy-international,"Convenes scientists and policymakers from different countries, including China and the West, for dialogue on AI safety.",International Dialogues on AI Safety events,active,high,https://aisafety.com/map,nonprofit,publishes-open-problems,seed,b11 gave an alternative URL https://saif.org b11 gave saif.org as the URL; the seed has safeai.forum. Not verified which is current; seed URL kept. Runs the International Dialogues on AI Safety (idais.ai).,agent-2026-09-21,,2026-09-21,false
safe-superintelligence-inc-ssi,Safe Superintelligence Inc (SSI),https://ssi.inc,for-profit-startup,US,Palo Alto,North America,2024,21-50,commercial,Building superintelligence with safety as the sole focus,alignment;frontier-safety-frameworks,Frontier lab founded by Ilya Sutskever pursuing superintelligence with a business model designed to avoid pressure to cut corners on safety.,unknown (no public product yet),active,high,https://ssi.inc,commercial-product,hiring,seed,,agent-2026-09-21,,2026-09-21,false
saferai,SaferAI,https://safer-ai.org,nonprofit-research,France,Paris,Europe,2023,6-20,philanthropic,Risk management ratings for AI labs,auditing-assurance;lab-accountability,"Produces independent risk-management ratings of frontier AI developers, similar to a credit rating agency for AI safety practices.",AI Safety Index / risk management ratings,active,high,https://safer-ai.org,nonprofit,publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
schmidt-sciences-science-of-trustworthy-ai,Schmidt Sciences (Science of Trustworthy AI),https://schmidtsciences.org,funder,US,New York,North America,2024,unknown,philanthropic,Funds trustworthy and safety-focused AI science research,funding,"Funds fundamental research into trustworthy, robust and safe AI, supporting researchers such as Yoshua Bengio and Stuart Russell.",Science of Trustworthy AI request-for-proposals grants,active,high,https://schmidtsciences.org; https://ai2050.schmidtsciences.org,nonprofit,contact-form,seed,"Includes the AI2050 programme (ai2050.schmidtsciences.org), which had a separate record until 2026-09-23 (review-meta).",agent-2026-09-21,opus-review-2026-09-23,2026-09-23,false
secure-ai-project,Secure AI Project,https://secureaiproject.org,advocacy,US,San Francisco,North America,2023,1-5,philanthropic,Advocates for US state-level AI safety legislation,policy-domestic;comms-advocacy,"Advocacy organisation working with US state legislators to pass AI safety legislation, following California's lead.",State-level AI safety bill advocacy,active,medium,https://secureaiproject.org,nonprofit,publishes-open-problems;contact-form,seed,,agent-2026-09-21,,2026-09-21,false
securebio,SecureBio,https://securebio.org,nonprofit-research,US,Cambridge,North America,2021,6-20,philanthropic,Technical safeguards against AI-enabled biological risk,biosecurity,"Develops technical measures, such as screening for synthesis of dangerous pathogens, to reduce biological risks that AI could exacerbate.",DNA synthesis screening research and tools,active,high,https://securebio.org,nonprofit,publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
securedna,SecureDNA,https://securedna.org,nonprofit,unknown,unknown,unknown,unknown,unknown,unknown,,,"Free, privacy-preserving synthesis-screening system run by the SecureDNA foundation.",,active,low,https://securedna.org/,nonprofit,unknown,review-2026-09-23:misuse,"Created from a review edit (misuse[70], 2026-09-23); only the fields evident from the edit are filled, and type, country and funding model need checking. Run by its own foundation; not a SecureBio project (review-misuse).",review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
security-level-5-sl5-standard,Security Level 5 (SL5 Standard),https://standard.sl5.org/,standards-body,unknown,unknown,North America,unknown,unknown,philanthropic,SL5 Standard for frontier AI weights and infrastructure security,model-security,"Registered 501(c)(3) publishing the SL5 Standard, 60 controls across 12 families (machine, network, software, supply chain and personnel security), anchored in NIST SP 800-53 Rev.5, developed with frontier AI labs, government partners and security experts and aiming for nation-state-level security by 2028/29. Operates alongside, and appears closely linked to, the Institute for Security and Technology's SL5 Task Force.",SL5 Standard v0.1 (2026),active,medium,https://standard.sl5.org/; https://securityandtechnology.org/sl5/,nonprofit,publishes-open-problems,new_org:b03,,agent-2026-09-21,,2026-09-21,false
seismic-foundation,Seismic Foundation,https://www.seismic.org,nonprofit,unknown,unknown,unknown,unknown,unknown,unknown,,,Audience segmentation and message-testing research on public attitudes to AI risk.,,active,low,https://report2025.seismic.org/,nonprofit,unknown,review-2026-09-23:meta,"Created from a review edit (meta[55], 2026-09-23); only the fields evident from the edit are filled, and type, country and funding model need checking.",review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
sentience-institute,Sentience Institute,https://sentienceinstitute.org,nonprofit-research,US,unknown,North America,2017,1-5,philanthropic,Moral circle expansion research spanning farmed-animal advocacy and AI/digital minds,ai-welfare,"Research organisation applying moral-circle-expansion methodology primarily to farmed-animal advocacy, with AI and digital minds added as a second research area in 2021, including the AI, Morality and Sentience (AIMS) public perception survey.",AIMS survey; digital minds research agenda,active,medium,https://www.sentienceinstitute.org/research-agenda; https://dl.acm.org/doi/10.1145/3706598.3713329,nonprofit,publishes-open-problems,new_org:b09,,agent-2026-09-21,,2026-09-21,false
sentient-futures,Sentient Futures,https://sentientfutures.ai,nonprofit,US,San Francisco,North America,2024,1-5,philanthropic,Field-building and incubation for AI welfare and digital minds,ai-welfare;field-building,"501(c)(3) supporting research, policy and community work on the welfare of animals and artificial minds as AI systems become more capable, running a residency/incubator and a 1,700+ member community, adding depth to a very thin ai-welfare category alongside Eleos.",Project incubator and residency; AIxAnimals fellowship; biannual summits,active,medium,https://www.sentientfutures.ai/; https://www.sentientfutures.ai/incubator/,nonprofit,publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
sentinel,Sentinel,https://sentinelbio.org,nonprofit-research,US,Washington DC,North America,2023,1-5,philanthropic,Forecasting and monitoring AI-enabled biological risk,biosecurity;forecasting,"Monitors and forecasts emerging biological threats, including those amplified by AI-enabled design tools, to give early warning.",Biological threat monitoring and forecasting outputs,active,medium,https://aisafety.com/map,nonprofit,hiring;contact-form,seed,"Sentinel Bio (sentinelbio.org), a biosecurity funder. Not the same organisation as Sentinel (forecasting team) at sentinel-team.org, nor Lunai Bioworks' 'Sentinel' product.",agent-2026-09-21,,2026-09-21,false
sentinel-forecasting-team,Sentinel (forecasting team),https://sentinel-team.org,nonprofit-research,unknown,unknown,unknown,unknown,unknown,unknown,Early-warning forecasting for global catastrophic risks including AI,forecasting;other,"Forecasting team, co-founded by Nuno Sempere of Samotsvety, producing early-warning briefings on AI, geopolitical, biological and cyber catastrophic risk with a public calibration track record.",Public risk briefings and calibration track record,active,medium,https://sentinel-team.org/,nonprofit,publishes-open-problems,new_org:b10,Catastrophic-risk forecasting team at sentinel-team.org. Not the same organisation as Sentinel (sentinelbio.org).,agent-2026-09-21,,2026-09-21,false
shanghai-ai-laboratory-safety-and-governance,Shanghai AI Laboratory (Safety & Governance),https://shlab.org.cn,nonprofit-research,China,Shanghai,Asia,2020,200+,mixed,Major Chinese AI lab with a dedicated safety and governance research programme,frontier-safety-frameworks;evals;policy-domestic,"Large, government-linked but operationally independent Chinese AI research institute; its governance arm co-published, with Concordia AI, the Frontier AI Risk Management Framework (v1.0-v1.5) used to assess Chinese frontier model risk, making it one of the most significant Chinese AI safety actors missing from the seed list.",Frontier AI Risk Management Framework (with Concordia AI); ForesightSafety Bench,active,medium,https://merics.org/en/comment/profile-shanghai-ai-lab-driving-both-ai-safety-and-development; https://concordia-ai.com/research/frontier-ai-risk-management-framework/; https://aisafetychina.substack.com/p/shanghai-ai-lab-and-concordia-ai,mixed-nonprofit-with-product,publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
simon-institute-for-longterm-governance,Simon Institute for Longterm Governance,https://simoninstitute.ch,nonprofit-research,Switzerland,Geneva,Europe,2021,6-20,philanthropic,Global South engagement in international AI governance,policy-international,"Supports diplomats, especially from the Global South, to engage effectively in Geneva-based international AI and tech governance processes.",Capacity-building for UN/Geneva AI governance negotiations,active,high,https://simoninstitute.ch,nonprofit,publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
simplex,Simplex,https://simplexaisafety.com,nonprofit-research,US,Emeryville,North America,2023,1-5,philanthropic,Computational mechanics and belief-state geometry research for interpretability,interpretability,"Studies latent internal structure in neural networks (belief-state geometry, factored representations) as a foundation for interpretability, closely related to the singular-learning-theory/developmental-interpretability community; operates under Astera Institute.",Singular learning theory publications,active,medium,https://www.simplexaisafety.com/; https://manifund.org/projects/simplex---building-our-research-team,nonprofit,publishes-open-problems,seed,"Simplex is an Astera Institute research programme. Its work is computational mechanics and belief-state geometry, not singular learning theory (review-model).",agent-2026-09-21,opus-review-2026-09-23,2026-09-23,false
singapore-ai-safety-hub-sash,Singapore AI Safety Hub (SASH),https://aisafety.sg,field-building,Singapore,Singapore,Asia,2024,1-5,philanthropic,AI safety community hub in Singapore,field-building,Builds a local community and hub for AI safety work in Singapore and the wider Southeast Asian region.,Community events in Singapore,active,high,https://www.aisafety.sg/; https://www.aisafety.sg/about; https://luma.com/sash,nonprofit,fellowship-or-programme,seed,,agent-2026-09-21,,2026-09-21,false
sipri,SIPRI,https://www.sipri.org,think-tank,Sweden,Stockholm,Europe,1966,51-200,government,"International arms control and strategic-stability research, including a dedicated AI and strategic stability programme",policy-international,"Independent international institute researching conflict, armaments, arms control and disarmament, with a specific research line on how AI affects strategic stability and nuclear risk, producing the most cited reports in this specific area.",The Impact of Artificial Intelligence on Strategic Stability and Nuclear Risk (multi-volume report series),active,high,https://www.sipri.org/research/armament-and-disarmament/emerging-military-and-security-technologies/artificial-intelligence,nonprofit,publishes-open-problems,new_org:b07,,agent-2026-09-21,,2026-09-21,false
softmax,Softmax,https://softmax.com,for-profit-startup,US,San Francisco,North America,2024,6-20,commercial,Multi-agent AI motivation and alignment research,alignment;multi-agent-cooperation,Startup researching intrinsic motivation and alignment in multi-agent AI systems as an alternative alignment paradigm.,Multi-agent alignment research agenda,active,medium,https://softmax.com; https://softmax.com/blog/reimagining-alignment; https://www.lesswrong.com/posts/QGQiCuE33iHFv9jkv/softmax-emmett-shear-s-new-ai-startup-focused-on-organic,commercial-product,hiring,seed,,agent-2026-09-21,,2026-09-21,false
spar-supervised-program-for-alignment-research,SPAR (Supervised Program for Alignment Research),https://sparai.org,field-building,US,unknown,North America,2021,1-5,philanthropic,Part-time mentored alignment research programme,field-building,"Part-time, remote-friendly mentored research programme helping newcomers produce their first AI safety research.",Multiple cohorts of mentored research projects,active,high,https://aisafety.com/map,nonprofit,fellowship-or-programme,seed,,agent-2026-09-21,,2026-09-21,false
stanford-center-for-research-on-foundation-models-crfm,Stanford Center for Research on Foundation Models (CRFM),https://crfm.stanford.edu,academic,US,unknown,North America,unknown,unknown,unknown,,,"Produced the foundational academic marginal-risk framework for open foundation models ('On the Societal Impact of Open Foundation Models', ICML 2024 Oral, 23 co-authors across 16 institutions); no confirmed 2026 update found, so activity status is uncertain.",,active,medium,https://crfm.stanford.edu/open-fms/,academic,publishes-open-problems,tag-only:b04,minimal record built from a batch tag; the batch supplied no new_org row,agent-2026-09-21,,2026-09-21,false
stanford-digital-economy-lab,Stanford Digital Economy Lab,https://digitaleconomy.stanford.edu,academic,US,Stanford,North America,unknown,6-20,mixed,Tracks and forecasts AI's real-time effects on labour markets and the broader economy,economic-transition;forecasting,"Stanford University lab that launched the AI Economic Indicators platform in June 2026, a set of public dashboards tracking employment, wage, productivity and consumer-surplus effects of AI by occupation, updated monthly.",AI Economic Indicators dashboards; Canaries in the Coal Mine report,active,high,https://digitaleconomy.stanford.edu/project/indicators/; https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/,academic,publishes-open-problems,new_org:b07,,agent-2026-09-21,,2026-09-21,false
stanford-hai,Stanford HAI,https://hai.stanford.edu,academic,US,Stanford,North America,2019,200+,mixed,Human-centred AI policy and research,policy-domestic;standards;economic-transition,"University institute producing AI policy research and an annual AI Index tracking capability, safety and governance trends.",AI Index Report,active,high,https://hai.stanford.edu,academic,publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
stanford-internet-observatory,Stanford Internet Observatory,https://cyber.fsi.stanford.edu/io,academic,US,unknown,North America,unknown,unknown,mixed,,,,,closed,medium,https://tip.fsi.stanford.edu/,academic,closed,stale-finding,Wound down: its parent centre was wound down about a year after the 2024 leadership change and the successor centre does not continue the CSAM or influence-operations lines (b06). URL is historical and was not re-checked.,agent-2026-09-21,,2026-09-21,false
steadrise,SteadRise,https://steadrise.org,field-building,UK,London,Europe,0,1-5,philanthropic,Moving experienced professionals into AI safety and governance roles,field-building,"Rebrand of Impact Academy; helps experienced operators, researchers, engineers, policymakers and advocates transition into AI safety roles through fit assessment, direct introductions, scoped trial projects and placement support, partnering with UK AISI, FAR AI, Apollo Research, Timaeus and CHAI.","Placements into roles such as Chief of Staff, Head of Operations and Director of Talent at AI safety organisations",active,medium,https://steadrise.org/,nonprofit,fellowship-or-programme;contact-form,new_org:b09,Formerly Impact Academy (b09).,agent-2026-09-21,,2026-09-21,false
stop-killer-robots,Stop Killer Robots,https://www.stopkillerrobots.org,advocacy,Netherlands,unknown,Europe,2012,unknown,unknown,Global campaign for a binding treaty on autonomous weapons,lethal-autonomy;arms-control,"Coalition of 300+ NGOs across 70+ countries campaigning for new international law requiring meaningful human control over the use of force, coordinating civil-society input to the UN CCW process.",Global campaign coordination; parliamentary pledge network; Future 2045 outreach,active,high,['https://www.stopkillerrobots.org/'],nonprofit,open-to-collaborators,new_org:b05,,agent-2026-09-21,,2026-09-21,false
stopncii-org-run-by-swgfl,StopNCII.org (run by SWGfL),https://stopncii.org,nonprofit,UK,unknown,UK,unknown,unknown,unknown,,,Hash-matching takedown tool used by participating platforms (including Meta); reports protecting over one million images.,,active,medium,https://swgfl.org.uk/magazine/stopncii-org-being-used-to-protect-over-1-000-000-images-online/,nonprofit,open-to-collaborators,tag-only:b06,minimal record built from a batch tag; the batch supplied no new_org row,agent-2026-09-21,,2026-09-21,false
straiker,Straiker,https://straiker.ai,for-profit-startup,US,Seattle,North America,2024,6-20,commercial,Application-layer security for AI agents,agent-security;model-security,Builds runtime defence for AI agents against prompt injection and misuse in production applications.,Agentic AI security platform,active,high,https://straiker.ai; https://www.straiker.ai/blog/straiker-raises-64m-series-a-to-secure-the-agentic-workforce; https://www.securityweek.com/straiker-raises-64-million-for-ai-security-platform/,commercial-product,unknown,seed,,agent-2026-09-21,,2026-09-21,false
successif,Successif,https://successif.org,field-building,Canada,unknown,North America,2022,1-5,philanthropic,Career transition support into AI governance,field-building,Coaching and cohort programme helping career-changers transition into AI governance and policy roles.,Career transition cohorts,active,medium,https://successif.org,nonprofit,fellowship-or-programme,seed,,agent-2026-09-21,,2026-09-21,false
survival-and-flourishing-fund-sff,Survival and Flourishing Fund (SFF),https://survivalandflourishing.fund,funder,US,unknown,North America,2019,1-5,philanthropic,S-process grantmaking for existential risk reduction,funding,"Runs a collaborative S-process to allocate philanthropic funding, including from Jaan Tallinn, across existential risk and AI safety organisations.",Biannual S-process grant rounds,active,high,https://survivalandflourishing.fund,nonprofit,contact-form,seed,,agent-2026-09-21,,2026-09-21,false
tarbell-center-for-ai-journalism,Tarbell Center for AI Journalism,https://www.tarbellcenter.org,nonprofit,US,unknown,North America,2023,6-20,philanthropic,Trains journalists to cover AI and publishes the Transformer newsletter,comms-advocacy,"Runs a paid fellowship placing journalists in mainstream newsrooms to build AI-beat capacity, and publishes Transformer, a professionally-edited AI politics and risk newsletter.","Transformer newsletter; annual Tarbell Fellowship cohorts placed at Bloomberg, The Guardian, NBC News and others",active,high,https://www.tarbellcenter.org/fellowship; https://www.transformernews.ai/about,nonprofit,hiring;fellowship-or-programme,new_org:b11,,agent-2026-09-21,,2026-09-21,false
tech-against-terrorism,Tech Against Terrorism,https://techagainstterrorism.org,nonprofit,UK,unknown,UK,unknown,unknown,unknown,,,"Runs a dedicated explainer and briefing series on terrorist use of generative AI, including documented early terrorist experimentation with GenAI services.",,active,medium,https://techagainstterrorism.org/gen-ai,nonprofit,contact-form,tag-only:b06,minimal record built from a batch tag; the batch supplied no new_org row,agent-2026-09-21,,2026-09-21,false
tech-transparency-project,Tech Transparency Project,https://www.techtransparencyproject.org,nonprofit-research,US,unknown,North America,unknown,unknown,unknown,,,Documents app-store distribution of nudify apps and pressures Apple and Google on enforcement.,,active,medium,https://www.techtransparencyproject.org/articles/apple-and-google-are-steering-users-to-nudify-apps,nonprofit,contact-form,tag-only:b06,minimal record built from a batch tag; the batch supplied no new_org row,agent-2026-09-21,,2026-09-21,false
tencent-responsible-ai-hunyuan-safety,Tencent (Responsible AI / Hunyuan Safety),https://tencent.com/our-actions/social/tencent-responsible-ai-principles,lab-safety-team,China,Shenzhen,Asia,2023,200+,commercial,Responsible AI principles and large-model security/ethics research,policy-domestic;evals;red-teaming,"Publishes company-wide Responsible AI Principles and, via Tencent Research Institute, a Large Model Security & Ethics Report covering risks from its Hunyuan model family.",Tencent Responsible AI Principles; Large Model Security & Ethics Report,active,medium,https://www.tencent.com/our-actions/social/tencent-responsible-ai-principles/; https://chinai.substack.com/p/chinai-253-tencent-research-institute,commercial-product,unknown,seed,,agent-2026-09-21,,2026-09-21,false
the-ai-safety-foundation,The AI Safety Foundation,https://aisfoundation.ai,nonprofit,Canada,unknown,Other,unknown,1-5,philanthropic,Public and cross-community education on catastrophic AI risk,comms-advocacy,"Canadian charity running The Hinton Lectures, the CJF Hinton Award and AI Safety Week to raise general public and multi-stakeholder awareness of AI risk.",The Hinton Lectures; CJF Hinton Award; AI Safety Week,active,medium,https://aisfoundation.ai/about,nonprofit,unknown,new_org:b11,,agent-2026-09-21,,2026-09-21,false
the-collective-intelligence-project,The Collective Intelligence Project,https://www.cip.org,nonprofit-research,US,unknown,North America,2023,6-20,philanthropic,AI-enabled deliberation and collective input into AI governance,epistemics,"Nonprofit running large-scale AI-enabled deliberation programmes (Global Dialogues, Community Models, Alignment Assemblies) to bring collective and globally diverse public input into decisions about AI development and governance.",Global Dialogues reports; Weval evaluation platform; Roadmap for Democratic AI,active,medium,https://www.cip.org/; https://blog.cip.org/p/from-global-dialogues-to-democratic,nonprofit,fellowship-or-programme;publishes-open-problems,new_org:b07,,agent-2026-09-21,,2026-09-21,false
the-computational-democracy-project,The Computational Democracy Project,https://compdemocracy.org,nonprofit,US,Seattle,North America,2014,1-5,philanthropic,Open-source tools for large-scale deliberative democracy,epistemics,"Nonprofit that builds and maintains Polis, an open-source real-time system for gathering and understanding what large groups of people think in their own words, used at national scale in Taiwan's vTaiwan process and reportedly adopted in the UK.",Polis platform; vTaiwan case studies,active,medium,https://compdemocracy.org/; https://compdemocracy.org/case-studies/2014-vtaiwan/; https://gigazine.net/gsc_news/en/20260216-polis/,nonprofit,publishes-open-problems,new_org:b07,,agent-2026-09-21,,2026-09-21,false
the-future-society,The Future Society,https://thefuturesociety.org,nonprofit-research,France,Paris,Europe,2014,21-50,philanthropic,International AI governance research and diplomacy,policy-international,Nonprofit supporting international institutions and governments in designing effective AI governance frameworks.,"Support to OECD, UN and EU AI governance processes",active,high,https://thefuturesociety.org,nonprofit,publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
the-midas-project,The Midas Project,https://themidasproject.com,nonprofit,US,unknown,North America,2024,1-5,philanthropic,Watchdog tracking AI lab policy changes and commitments,lab-accountability;comms-advocacy,"501(c)(3) watchdog nonprofit, founded by Tyler Johnston, that tracks when AI companies quietly weaken or violate their own safety policies (via its 'Watchtower' tracker) and publishes investigations and scorecards.",Watchtower policy-change tracker; Model Republic investigative publication,active,high,https://www.themidasproject.com/; https://en.wikipedia.org/wiki/The_Midas_Project; https://www.fastcompany.com/91304014/this-watchdog-is-tracking-how-ai-firms-are-quietly-backing-off-their-safety-pledges,nonprofit,publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
thinking-machines-lab,Thinking Machines Lab,https://thinkingmachines.ai,for-profit-startup,US,San Francisco,North America,2025,51-200,commercial,Frontier AI lab (safety relevance still emerging),other,Frontier AI lab founded by Mira Murati; its safety research agenda and commitments are still emerging as of 2026.,unknown,active,medium,https://thinkingmachines.ai; https://en.wikipedia.org/wiki/Thinking_Machines_Lab,commercial-product,hiring,seed,,agent-2026-09-21,,2026-09-21,false
thorn,Thorn,https://www.thorn.org,nonprofit,US,unknown,North America,unknown,unknown,unknown,,,"Builds and sells Safer, an AI classifier suite (hashing plus predictive classifiers) purpose-built to find novel AI-generated CSAM that hash-matching alone misses.",,active,medium,https://www.thorn.org/blog/safer-impact-report-2026/,mixed-nonprofit-with-product,hiring,tag-only:b06,minimal record built from a batch tag; the batch supplied no new_org row,agent-2026-09-21,,2026-09-21,false
timaeus,Timaeus,https://timaeus.co,nonprofit-research,Other,Global,Other,2023,1-5,philanthropic,Singular learning theory research for interpretability,interpretability,"Applies singular learning theory to understand how neural networks develop internal structure during training, informing interpretability.",Developmental interpretability research,active,medium,https://timaeus.co,nonprofit,publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
trail-of-bits,Trail of Bits,https://trailofbits.com,for-profit-startup,US,New York,North America,2012,51-200,commercial,Security consultancy with an ML/AI assurance practice,model-security;auditing-assurance,Established security consultancy that audits AI/ML systems and pipelines for vulnerabilities as part of its broader security practice.,AI/ML security audits and open-source tooling,active,high,https://trailofbits.com,commercial-services,hiring;contact-form,seed,,agent-2026-09-21,,2026-09-21,false
trajectory-labs-pbc,"Trajectory Labs, PBC",https://www.trajectorylabs.com/,for-profit-startup,unknown,unknown,unknown,unknown,1-5,commercial,"AI safety evaluations, red-teaming and RL environments for frontier labs",evals;red-teaming,"Public benefit corporation building evaluations, red-teaming services and RL training/testing environments for frontier AI labs, distinct from the same-named Toronto community meetup group.",Search-PI Complex prompt-injection benchmark (with Meta); external red-teaming of Anthropic's Opus 5 cyber safeguards,active,medium,https://www.trajectorylabs.com/; https://www.trajectorylabs.com/careers/ai-red-teamer,commercial-product,hiring,new_org:b11,Commercial evaluations and red-teaming company (trajectorylabs.com). Not the Toronto meetup group Trajectory Labs (trajectorylabs.org).,agent-2026-09-21,,2026-09-21,false
transformative-ai-fund-ea-funds,Transformative AI Fund (EA Funds),https://effectivealtruismfunds.org,funder,UK,unknown,Europe,2026,1-5,philanthropic,Grants to early-stage projects reducing risks from powerful AI systems,funding,"New AI safety grantmaking fund at EA Funds, led by Lowe Lundin, launched August 2026 with seed funding from the closure of the Long-Term Future Fund; open for applications and donations.",Successor fund to the Long-Term Future Fund's AI safety grantmaking,active,medium,https://forum.nunosempere.com/posts/dtZ9wbKWjtvGWDRJx/closing-the-ltff-spending-down-funds-and-a-new-ai-fund-at-ea,nonprofit,contact-form,new_org:b09,,agent-2026-09-21,,2026-09-21,false
transluce,Transluce,https://transluce.org,nonprofit-research,US,Berkeley,North America,2024,6-20,philanthropic,Open interpretability tools and model behaviour investigation,interpretability;evals,"Builds open tools for investigating and explaining model behaviour, aiming to make advanced AI systems broadly understandable.",Observatory tool for auditing model behaviour,active,high,https://transluce.org,nonprofit,publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
trend-micro,Trend Micro,https://www.trendmicro.com,for-profit-startup,Japan,unknown,Asia,unknown,unknown,unknown,,,Ongoing threat-research series ('State of Criminal AI') tracking underground crime-as-a-service offerings including uncensored/jailbroken models such as WormGPT- and FraudGPT-style tools.,,active,medium,https://www.trendmicro.com/vinfo/us/security/news/cybercrime-and-digital-threats/the-state-of-criminal-ai,commercial-product,unknown,tag-only:b04,minimal record built from a batch tag; the batch supplied no new_org row,agent-2026-09-21,,2026-09-21,false
truthful-ai,Truthful AI,https://truthful.ai,nonprofit-research,unknown,unknown,unknown,unknown,1-5,philanthropic,"Research on deception, situational awareness and hidden reasoning in language models",alignment;interpretability,"Owain Evans-led research group, fiscally sponsored by Rethink Priorities, studying deception, emergent misalignment and unfaithful or hidden chain-of-thought reasoning in LLMs.",Emergent Misalignment: Training LLMs on narrow tasks can lead to broad misalignment (Nature); out-of-context reasoning research; co-authorship of the cross-lab chain-of-thought monitorability paper,active,medium,https://truthful.ai/; https://truthful.ai/about/,nonprofit,publishes-open-problems,new_org:b01,,agent-2026-09-21,,2026-09-21,false
tsinghua-university-institute-for-ai-international-governance,Tsinghua University Institute for AI International Governance,https://aiig.tsinghua.edu.cn,academic,China,Beijing,Asia,2020,unknown,mixed,Chinese university research on international AI governance,policy-international,University institute producing Chinese-language and international research on global AI governance frameworks.,Research on international AI governance,active,medium,unknown,academic,publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
uchicago-existential-risk-laboratory-xlab,UChicago Existential Risk Laboratory (XLab),https://xrisk.uchicago.edu,academic,US,Chicago,North America,2022,1-5,mixed,Student-run existential risk research,field-building;forecasting,Student-run research lab at the University of Chicago studying existential risks including advanced AI.,Student research fellowships and publications,active,medium,https://xrisk.uchicago.edu,academic,publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
uk-ai-security-institute,UK AI Security Institute,https://aisi.gov.uk,government,UK,London,UK,2023,51-200,government,Government testing of frontier model safety and security,evals;red-teaming;policy-domestic;frontier-safety-frameworks,UK government body that evaluates frontier AI models for safety and security risks and advises government on AI risk policy.,Pre-deployment model evaluations; International AI Safety Report secretariat,active,high,https://aisi.gov.uk,government,closed,seed,,agent-2026-09-21,,2026-09-21,false
